account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x0016aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1872,1.396737,SELL,2023-06-26 12:13:00,-1.691482,FILL,-0.0144,50
0x0019aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0742,0.23418,BUY,2023-08-24 04:47:00,3.469986,FILL,0.0,10
0x004caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.7092,1.864343,BUY,2023-04-21 12:52:00,2.019448,FILL,0.0,10
0x0022aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0691,0.103878,BUY,2023-12-08 03:11:00,3.166787,FILL,0.0,20
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3681,0.158783,SELL,2023-10-18 14:05:00,1.996947,FILL,0.0084,10
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3683,0.427898,BUY,2023-07-30 21:56:00,3.111085,FILL,0.0,10
0x001daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1571.8382,0.675375,SELL,2023-04-23 19:07:00,-4.835639,FILL,57.5278,1
0x000eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1105,0.440091,BUY,2023-03-28 11:50:00,0.035585,FILL,0.0,50
0x004aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33127.788,0.415866,BUY,2023-07-25 22:15:00,3.619668,FILL,0.0,10
0x004eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,25.8715,0.500057,BUY,2024-01-25 02:12:00,3.89036,FILL,0.0,2
0x001eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.6555,1.099045,SELL,2023-04-21 15:58:00,-1.120649,FILL,0.3425,20
0x0036aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2012,0.399097,BUY,2024-05-04 21:17:00,-1.711394,FILL,0.0,10
0x000daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.2213,0.171656,BUY,2024-02-27 18:34:00,2.573418,FILL,0.0,50
0x0022aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25955.4976,0.322657,BUY,2024-05-03 02:55:00,0.53485,FILL,0.0,5
0x0040aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0751,0.717392,BUY,2023-01-20 02:16:00,-2.825832,FILL,0.0,10
0x000caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27513.0769,0.307375,SELL,2023-01-06 09:37:00,1.596659,FILL,155.9775,20
0x004caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25658.4227,0.101584,BUY,2023-01-25 09:41:00,-2.581304,FILL,0.0,2
0x0005aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1762.7243,1.078528,SELL,2024-03-12 13:59:00,2.877087,FILL,-19.1763,1
0x0034aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.083,1.774076,BUY,2024-01-18 02:56:00,3.43638,FILL,0.0,10
0x004eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30853.4734,0.179919,BUY,2023-05-30 04:07:00,2.844615,FILL,0.0,50
0x001aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.8683,0.084039,SELL,2023-06-04 17:16:00,2.457822,FILL,0.0461,2
0x0008aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1641.67,0.950907,SELL,2023-04-12 02:27:00,3.221449,FILL,27.6272,1
0x003eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0793,0.832902,BUY,2023-09-06 18:06:00,1.508384,FILL,0.0,2
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0719,0.689608,BUY,2023-02-10 10:50:00,4.348964,FILL,0.0,5
0x000daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,34401.9181,3.616705,SELL,2023-03-01 06:56:00,2.772285,FILL,-5189.062,2
0x000daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0857,2.807718,SELL,2024-04-19 00:08:00,3.900984,FILL,0.0052,3
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33366.9866,0.505368,BUY,2024-05-11 16:35:00,3.307609,FILL,0.0,50
0x000caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.4546,0.762971,BUY,2023-03-03 04:53:00,-0.776861,FILL,0.0,10
0x003baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.1501,0.781147,SELL,2023-03-11 15:59:00,4.596988,FILL,0.6352,20
0x000aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0741,0.493156,BUY,2024-05-11 13:30:00,-4.14534,FILL,0.0,50
0x0042aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.2134,0.228668,SELL,2023-07-14 09:55:00,-3.938553,FILL,-0.0511,5
0x0019aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0909,0.323574,BUY,2023-05-03 17:50:00,-2.214373,FILL,0.0,1
0x0005aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1798,0.675033,SELL,2023-11-11 03:42:00,1.180375,FILL,0.0161,5
0x0010aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0849,1.123235,SELL,2023-03-28 07:41:00,0.353975,FILL,0.0008,2
0x0010aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.3297,0.559467,SELL,2024-03-25 01:04:00,4.061376,FILL,0.4033,20
0x001faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25861.5103,0.881907,SELL,2023-04-22 10:03:00,-2.503499,FILL,-88.8619,5
0x004daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.359,3.543111,BUY,2023-07-18 02:26:00,3.69617,FILL,0.0,10
0x0021aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.0692,1.168019,SELL,2023-03-27 10:11:00,1.856766,FILL,0.058,50
0x0040aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,28.5661,0.508321,BUY,2023-01-02 04:40:00,-4.426115,FILL,0.0,3
0x0025aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.07,0.057076,BUY,2024-04-23 22:29:00,2.827348,FILL,0.0,10
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0719,0.200242,SELL,2023-09-24 16:58:00,0.793636,FILL,-0.0007,3
0x0037aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0411,0.296913,SELL,2023-09-17 18:38:00,-3.134994,FILL,0.0042,2
0x0008aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27619.6301,0.262118,SELL,2023-02-24 18:40:00,-1.531926,FILL,-84.7313,20
0x002caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2716,0.47507,SELL,2023-06-28 21:58:00,-1.678208,FILL,0.0317,5
0x001baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.5254,0.145589,SELL,2024-02-03 16:18:00,2.343097,FILL,-0.1095,2
0x0018aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3586,1.86588,BUY,2023-08-22 04:24:00,-4.06904,FILL,0.0,5
0x0012aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.5458,0.418954,SELL,2023-07-07 00:16:00,0.421956,FILL,-0.955,5
0x0002aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1282,1.631713,BUY,2023-12-06 01:05:00,0.778215,FILL,0.0,3
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26523.8555,1.955037,BUY,2023-01-03 12:32:00,-0.230321,FILL,0.0,20
0x0036aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1722.3625,1.139449,SELL,2023-01-21 22:32:00,-0.194687,FILL,-1.0302,5
0x000eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25625.8271,1.803448,BUY,2024-05-10 20:52:00,2.800609,FILL,0.0,5
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0803,0.391469,BUY,2023-12-11 08:51:00,-2.50231,FILL,0.0,50
0x000daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1874,1.964545,BUY,2023-10-02 04:00:00,-0.085459,FILL,0.0,5
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1721.4244,1.380503,BUY,2023-09-14 23:07:00,3.12953,FILL,0.0,1
0x002daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1797.2635,0.492861,BUY,2023-04-28 04:35:00,-4.319997,FILL,0.0,2
0x0018aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1898.5922,0.590238,BUY,2023-05-26 00:34:00,-4.533585,FILL,0.0,3
0x003daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.1288,1.829574,BUY,2023-09-27 06:22:00,-0.057641,FILL,0.0,10
0x004caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0687,0.226408,SELL,2023-01-17 00:17:00,4.218345,FILL,-0.0006,1
0x0005aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.08,2.921982,SELL,2023-08-20 19:51:00,2.609736,FILL,-0.0067,1
0x001eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.6572,1.018761,BUY,2023-12-27 03:59:00,4.040817,FILL,0.0,2
0x002daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25804.3948,3.359703,SELL,2023-04-10 10:49:00,-4.048361,FILL,-1451.8924,5
0x0013aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1751.7262,0.454128,BUY,2024-04-17 00:50:00,4.854048,FILL,0.0,5
0x0026aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26011.5515,0.971387,SELL,2024-05-04 15:35:00,0.005397,FILL,462.5702,1
0x004daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3695,2.579524,BUY,2023-01-15 04:59:00,-3.703496,FILL,0.0,10
0x0003aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33563.9906,0.167814,BUY,2024-04-03 09:06:00,4.016691,FILL,0.0,10
0x0025aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.4697,1.189072,BUY,2023-06-04 02:39:00,3.142273,FILL,0.0,3
0x0011aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0773,0.735776,BUY,2024-04-21 20:16:00,-3.589534,FILL,0.0,3
0x003daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0836,1.348651,SELL,2024-02-14 14:18:00,-3.297044,FILL,-0.0012,20
0x0011aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0685,0.138961,BUY,2023-03-31 02:41:00,-2.881135,FILL,0.0,10
0x0048aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0809,0.670809,BUY,2023-01-12 12:14:00,-2.523131,FILL,0.0,50
0x002daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2667,0.013398,BUY,2023-12-11 07:29:00,2.042633,FILL,0.0,10
0x004baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,28721.7104,0.688415,BUY,2023-02-19 07:52:00,2.130393,FILL,0.0,20
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1198,1.165544,SELL,2024-04-21 07:52:00,-1.258949,FILL,-0.0054,20
0x0034aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0839,0.562411,BUY,2023-06-13 10:35:00,1.521109,FILL,0.0,3
0x002daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3297,0.404042,SELL,2023-10-31 18:19:00,-4.027756,FILL,-0.0176,20
0x0003aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0774,1.638378,SELL,2023-04-06 18:57:00,-4.400953,FILL,0.0003,20
0x0001aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1019,0.254077,SELL,2023-10-18 20:03:00,3.028664,FILL,-0.0121,20
0x0027aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.1492,0.558939,BUY,2023-09-24 19:51:00,-0.55197,FILL,0.0,10
0x0037aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,32035.6301,0.417555,SELL,2023-02-04 23:03:00,-3.571121,FILL,-324.3781,5
0x002baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2919,0.748969,SELL,2023-05-04 07:28:00,-4.225777,FILL,-0.0232,50
0x0023aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.3407,2.125322,SELL,2024-04-02 01:05:00,-3.785842,FILL,-0.5892,5
0x0029aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1586.31,0.117066,SELL,2023-08-01 02:59:00,4.344557,FILL,1.0745,2
0x0036aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0763,1.223168,BUY,2023-06-03 18:57:00,1.771449,FILL,0.0,10
0x0008aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1640.5335,0.192365,SELL,2023-04-23 20:01:00,-4.979194,FILL,2.8892,10
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2033.0272,1.077369,SELL,2024-01-06 12:39:00,-1.661685,FILL,6.4858,10
0x0015aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0759,2.459539,SELL,2023-06-01 08:19:00,0.658086,FILL,-0.0043,5
0x0040aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2029.6916,0.183198,SELL,2024-02-15 00:34:00,0.103956,FILL,-5.9429,3
0x0018aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1802.7344,0.364052,BUY,2024-04-06 08:11:00,-0.918353,FILL,0.0,2
0x0027aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0778,0.339757,BUY,2024-01-28 01:17:00,-1.824419,FILL,0.0,1
0x003baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1610.2144,0.48744,SELL,2023-02-26 23:21:00,4.950518,FILL,16.2502,3
0x0020aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2625,0.623585,BUY,2023-06-17 17:21:00,3.431836,FILL,0.0,3
0x003baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.987,1.013654,BUY,2023-07-16 05:53:00,-0.52058,FILL,0.0,5
0x0049aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0375,0.347411,BUY,2023-03-25 08:10:00,-3.818032,FILL,0.0,3
0x003aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27000.5992,0.140877,BUY,2024-01-26 06:14:00,-0.541782,FILL,0.0,20
0x0013aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0762,0.041831,SELL,2023-12-12 19:18:00,1.44478,FILL,-0.0001,3
0x0018aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2036.0824,0.510817,BUY,2023-06-14 20:34:00,2.66405,FILL,0.0,50
0x0012aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0732,1.628044,SELL,2023-04-26 01:17:00,3.952948,FILL,-0.0029,1
0x0012aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.087,0.659882,SELL,2023-07-20 05:57:00,-2.776138,FILL,-0.0007,20
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0819,0.688097,BUY,2023-08-15 05:06:00,-2.350192,FILL,0.0,5
0x0026aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1887.128,0.207942,BUY,2024-02-29 04:01:00,1.560146,FILL,0.0,3
0x000caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3526,0.636877,SELL,2023-10-05 05:57:00,-1.581346,FILL,0.0084,1
0x002eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1778.1903,0.16044,BUY,2024-04-05 12:24:00,-2.129998,FILL,0.0,10
0x001baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1475,0.506705,BUY,2023-07-22 07:08:00,-1.162847,FILL,0.0,50
0x002eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30354.371,5.275016,BUY,2023-03-04 07:37:00,-1.19894,FILL,0.0,2
0x0041aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,28739.1713,0.086439,SELL,2023-09-30 11:00:00,-3.199501,FILL,-21.0519,2
0x0014aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30509.4531,0.40004,SELL,2023-02-18 21:37:00,-4.672657,FILL,80.631,1
0x000eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0739,1.005846,BUY,2023-11-26 07:13:00,-0.547209,FILL,0.0,3
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2060.9715,0.584475,SELL,2023-11-06 15:05:00,1.380482,FILL,-36.6507,10
0x0008aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,28903.3857,0.225675,BUY,2023-11-27 00:11:00,1.263655,FILL,0.0,20
0x004baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.5375,0.116177,SELL,2023-02-20 12:09:00,-4.490279,FILL,0.063,2
0x002caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3484,1.321782,SELL,2023-12-25 15:04:00,0.590031,FILL,0.0616,10
0x0030aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.1946,0.274229,SELL,2023-01-02 23:28:00,3.901564,FILL,-0.1619,10
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1623.4035,0.522415,BUY,2023-01-01 09:50:00,2.155696,FILL,0.0,50
0x002daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1589.532,1.128338,BUY,2024-01-16 07:05:00,-2.309665,FILL,0.0,5
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3651,0.201715,BUY,2023-05-26 10:24:00,-3.024026,FILL,0.0,3
0x0039aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.2181,0.176155,BUY,2023-08-16 00:50:00,-2.667424,FILL,0.0,20
0x0010aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0834,4.329654,SELL,2024-04-28 11:12:00,-3.776352,FILL,-0.0194,20
0x004faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,32719.048,0.261456,BUY,2023-12-10 14:31:00,2.921058,FILL,0.0,5
0x0036aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2854,0.419673,SELL,2023-01-30 11:11:00,-0.437041,FILL,-0.0035,20
0x003daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0864,0.696729,BUY,2023-03-06 00:50:00,-1.287651,FILL,0.0,10
0x0015aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0805,0.542139,BUY,2024-02-25 22:41:00,0.432934,FILL,0.0,3
0x003eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0879,0.42259,BUY,2023-07-28 21:04:00,-2.282195,FILL,0.0,50
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33629.8899,0.94073,BUY,2023-03-09 07:04:00,0.737442,FILL,0.0,20
0x000faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0885,0.877342,SELL,2023-11-17 17:43:00,4.853851,FILL,0.0339,5
0x0004aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2149,1.337289,SELL,2023-11-20 13:13:00,4.793758,FILL,0.0446,3
0x0020aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1625.6955,0.160093,BUY,2023-04-12 21:31:00,-1.740021,FILL,0.0,1
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,25.3141,1.184368,BUY,2023-02-06 04:24:00,-4.565316,FILL,0.0,50
0x0043aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.467,0.340308,SELL,2023-08-01 07:58:00,4.503843,FILL,-0.0103,5
0x000baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25818.7708,0.645478,SELL,2024-03-09 04:38:00,-2.504781,FILL,377.1295,3
0x0019aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30065.8665,1.833733,BUY,2023-01-15 23:15:00,-3.704463,FILL,0.0,5
0x002caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2000.6625,1.845037,BUY,2024-03-23 07:44:00,-3.412237,FILL,0.0,20
0x000aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1641.329,0.114735,BUY,2023-05-13 13:22:00,4.919564,FILL,0.0,10
0x0041aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2911,0.505812,SELL,2023-11-10 06:08:00,-0.053317,FILL,-0.0248,5
0x0045aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.5621,0.225161,BUY,2023-09-09 21:35:00,-3.136348,FILL,0.0,2
0x0040aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1395,1.921193,SELL,2023-10-19 02:56:00,-0.181091,FILL,0.1098,3
0x001baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0806,0.799946,BUY,2023-01-22 03:06:00,-3.610541,FILL,0.0,50
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33732.2183,0.615462,SELL,2024-02-16 11:10:00,-4.823686,FILL,302.4528,20
0x0037aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2133,1.737541,SELL,2023-04-05 13:28:00,-0.928072,FILL,0.0295,50
0x001daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.6475,0.156117,BUY,2024-02-17 04:31:00,-1.429339,FILL,0.0,2
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.6821,0.442947,SELL,2023-04-23 07:31:00,4.969869,FILL,-0.0931,50
0x002faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0824,0.187839,SELL,2024-04-21 12:39:00,2.677408,FILL,0.0046,5
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.9588,1.71515,SELL,2023-09-19 09:37:00,-0.502221,FILL,-0.6987,5
0x0015aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2027.5384,0.123671,SELL,2024-02-21 18:18:00,-0.92137,FILL,-4.3723,20
0x0030aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,29248.4137,0.539844,BUY,2023-06-07 13:40:00,4.654909,FILL,0.0,2
0x0029aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30892.7738,2.015186,SELL,2023-10-24 04:36:00,2.700393,FILL,1655.9221,5
0x002aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2486,0.816073,SELL,2024-03-15 03:09:00,2.321198,FILL,-0.0105,50
0x0007aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2871,0.496107,BUY,2024-01-20 14:56:00,0.80567,FILL,0.0,5
0x0040aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1707.8089,0.150626,BUY,2024-01-14 10:44:00,3.394033,FILL,0.0,1
0x004faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2945,1.205135,BUY,2023-05-12 21:56:00,0.514045,FILL,0.0,3
0x0012aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,28316.9026,0.203484,BUY,2023-10-22 03:19:00,-3.394131,FILL,0.0,5
0x0030aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33562.9545,1.656314,BUY,2023-03-17 06:18:00,0.45345,FILL,0.0,5
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0733,0.710854,BUY,2023-05-27 11:31:00,-1.624512,FILL,0.0,20
